C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
923 |    117.03|[GC2009] J053836.48-690524.1  |IR |05 38 36.48 -69 05 24.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
924 |    117.05|CXOU J053843.6-690604         |X  |05 38 43.653 -69 06 05.00  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
925 |    117.07|Cl* NGC 2070 MH 53            |*iC|05 38 40.18 -69 05 50.1    |     ~|14.98 |     ~|     ~|     ~|~                                  |   1|   0
926 |    117.07|Cl* NGC 2070 MH 286           |*iC|05 38 41.86 -69 05 58.1    |     ~|18.24 |18.19 |     ~|     ~|~                                  |   0|   0
927 |    117.07|CXOU J053841.4-690556         |X  |05 38 41.432 -69 05 56.22  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
928 |    117.09|Cl* NGC 2070 MH 116           |*iC|05 38 40.97 -69 05 54.1    |     ~|15.45 |15.56 |     ~|     ~|~                                  |   0|   0
929 |    117.16|Cl* NGC 2070 MH 455           |*iC|05 38 42.31 -69 06 00.1    |     ~|18.01 |     ~|     ~|     ~|~                                  |   0|   0
930 |    117.17|Cl* NGC 2070 MH 587           |*iC|05 38 42.61 -69 06 01.3    |     ~|16.75 |17.67 |     ~|     ~|~                                  |   0|   0
931 |    117.17|Cl* NGC 2070 MH 407           |*iC|05 38 42.21 -69 05 59.7    |     ~|17.75 |     ~|     ~|     ~|~                                  |   0|   0
932 |    117.17|Cl* NGC 2070 MH 618           |*  |05 38 42.71 -69 06 01.7    |     ~|14.53 |14.25 |     ~|     ~|O3III                              |   3|   0
933 |    117.18|[P93] 714                     |*  |05 38 39.391 -69 03 07.65  |     ~|16.09 |16.09 |     ~|     ~|B0V                                |   5|   0
934 |    117.21|Cl* NGC 2070 MH 528           |*iC|05 38 42.47 -69 06 00.8    |     ~|15.82 |16.13 |     ~|     ~|~                                  |   0|   0
935 |    117.22|Cl* NGC 2070 MH 411           |*iC|05 38 42.22 -69 05 59.8    |     ~|17.76 |     ~|     ~|     ~|~                                  |   0|   0
936 |    117.22|Cl* NGC 2070 MH 327           |*iC|05 38 42.05 -69 05 59.1    |     ~|17.79 |     ~|     ~|     ~|~                                  |   0|   0
937 |    117.22|Cl* NGC 2070 MH 621           |*iC|05 38 42.72 -69 06 01.8    |     ~|16.53 |     ~|     ~|     ~|~                                  |   0|   0
938 |    117.23|Cl* NGC 2070 MH 640           |*iC|05 38 42.77 -69 06 02.0    |     ~|17.41 |     ~|     ~|     ~|~                                  |   0|   0
939 |    117.24|Cl* NGC 2070 MH 70            |*iC|05 38 40.56 -69 05 52.3    |     ~|17.40 |     ~|     ~|     ~|~                                  |   0|   0
940 |    117.24|Cl* NGC 2070 MH 708           |*iC|05 38 43.03 -69 06 03.0    |     ~|     ~|20.81 |     ~|     ~|~                                  |   0|   0
941 |    117.24|Cl* NGC 2070 MH 428           |*iC|05 38 42.26 -69 06 00.0    |     ~|17.28 |18.09 |     ~|     ~|~                                  |   0|   0
942 |    117.26|Cl* NGC 2070 MH 968           |*iC|05 38 45.92 -69 06 12.1    |     ~|     ~|17.22 |     ~|     ~|~                                  |   0|   0
943 |    117.32|Cl* NGC 2070 MH 198           |*iC|05 38 41.51 -69 05 56.9    |     ~|15.01 |15.14 |     ~|     ~|~                                  |   1|   0
944 |    117.33|Cl* NGC 2070 MH 244           |*iC|05 38 41.69 -69 05 57.7    |     ~|18.44 |18.90 |     ~|     ~|~                                  |   0|   0
945 |    117.33|Cl* NGC 2070 MH 388           |*iC|05 38 42.16 -69 05 59.7    |     ~|16.86 |     ~|     ~|     ~|~                                  |   0|   0
946 |    117.35|Cl* NGC 2070 MH 499           |*iC|05 38 42.40 -69 06 00.7    |     ~|17.22 |16.88 |     ~|     ~|~                                  |   0|   0
947 |    117.35|Cl* NGC 2070 MH 627           |*iC|05 38 42.73 -69 06 02.0    |     ~|     ~|18.20 |     ~|     ~|~                                  |   0|   0
948 |    117.36|Cl* NGC 2070 MH 87            |*iC|05 38 40.79 -69 05 53.6    |     ~|17.37 |17.80 |     ~|     ~|~                                  |   0|   0
949 |    117.38|CXOU J053842.7-690601         |*  |05 38 42.720 -69 06 01.99  |     ~|14.67 |14.63 |     ~|     ~|O3III                              |  11|   0
950 |    117.39|Cl* NGC 2070 MH 541           |*iC|05 38 42.49 -69 06 01.1    |     ~|     ~|18.12 |     ~|     ~|~                                  |   0|   0
951 |    117.39|CXOU J053842.4-690601         |*  |05 38 42.482 -69 06 01.07  |     ~|14.33 |14.49 |     ~|     ~|O2-3.5V                            |  11|   0
952 |    117.39|Cl* NGC 2070 MH 666           |*iC|05 38 42.85 -69 06 02.5    |     ~|14.63 |14.64 |     ~|     ~|~                                  |   1|   0
953 |    117.39|Cl* NGC 2070 MH 395           |*iC|05 38 42.19 -69 05 59.9    |     ~|17.52 |     ~|     ~|     ~|~                                  |   0|   0
954 |    117.43|Cl* NGC 2070 MH 372           |*iC|05 38 42.13 -69 05 59.7    |     ~|14.17 |14.31 |     ~|     ~|~                                  |   1|   0
955 |    117.43|CXOU J053842.9-690603         |X  |05 38 42.976 -69 06 03.03  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
956 |    117.44|Cl* NGC 2070 MH 558           |*iC|05 38 42.55 -69 06 01.4    |     ~|15.51 |15.37 |     ~|     ~|~                                  |   0|   0
957 |    117.44|Cl* NGC 2070 MH 944           |*iC|05 38 45.33 -69 06 10.7    |     ~|     ~|20.68 |     ~|     ~|~                                  |   0|   0
958 |    117.44|Cl* NGC 2070 MH 817           |*iC|05 38 43.75 -69 06 05.8    |     ~|18.92 |19.09 |     ~|     ~|~                                  |   0|   0
959 |    117.44|[P93] 923                     |*  |05 38 42.2 -69 06 00       |     ~|13.55 |13.89 |     ~|     ~|~                                  |   1|   0
960 |    117.44|Cl* NGC 2070 MH 28            |*iC|05 38 41.4917 -69 05 56.973|     ~|15.37 |     ~|     ~|     ~|O3V                                |   4|   0
961 |    117.45|Cl* NGC 2070 MH 914           |*iC|05 38 44.71 -69 06 08.9    |     ~|     ~|20.31 |     ~|     ~|~                                  |   0|   0
962 |    117.45|[P93] 969                     |*  |05 38 42.7 -69 06 02       |     ~|12.90 |13.01 |     ~|     ~|~                                  |   0|   0
963 |    117.45|Cl* NGC 2070 MH 636           |*iC|05 38 42.75 -69 06 02.2    |     ~|17.30 |     ~|     ~|     ~|~                                  |   0|   0
964 |    117.48|Cl* NGC 2070 MH 927           |*iC|05 38 45.00 -69 06 09.8    |     ~|18.80 |18.73 |     ~|     ~|~                                  |   0|   0
965 |    117.48|Cl* NGC 2070 MH 547           |*iC|05 38 42.51 -69 06 01.3    |     ~|16.69 |16.47 |     ~|     ~|~                                  |   0|   0
966 |    117.50|Cl* NGC 2070 MH 461           |*iC|05 38 42.33 -69 06 00.6    |     ~|     ~|16.58 |     ~|     ~|~                                  |   0|   0
967 |    117.50|Cl* NGC 2070 MH 66            |*iC|05 38 40.49 -69 05 52.3    |     ~|15.05 |15.23 |     ~|     ~|~                                  |   1|   0
968 |    117.51|Cl* NGC 2070 MH 520           |*iC|05 38 42.45 -69 06 01.1    |     ~|15.78 |15.74 |     ~|     ~|~                                  |   0|   0
969 |    117.54|[HSH95] 39                    |** |05 38 42.4896 -69 06 01.286|     ~|     ~|14.53 |     ~|     ~|O4V((f))+O6:                       |   6|   0
970 |    117.54|Cl* NGC 2070 MH 176           |*iC|05 38 41.38 -69 05 56.6    |     ~|16.52 |     ~|     ~|     ~|~                                  |   0|   0
971 |    117.54|Cl* NGC 2070 MH 232           |*iC|05 38 41.65 -69 05 57.8    |     ~|17.16 |17.40 |     ~|     ~|~                                  |   0|   0
972 |    117.56|Cl* NGC 2070 MH 740           |*iC|05 38 43.041 -69 06 03.43  |     ~|14.82 |14.71 |     ~|     ~|~                                  |   2|   0
973 |    117.58|Cl* NGC 2070 MH 268           |*iC|05 38 41.80 -69 05 58.5    |     ~|16.91 |17.25 |     ~|     ~|~                                  |   0|   0
974 |    117.59|Cl* NGC 2070 MH 608           |*  |05 38 42.68 -69 06 02.1    |     ~|14.49 |14.39 |     ~|     ~|~                                  |  12|   0
975 |    117.59|Cl* NGC 2070 MH 657           |*iC|05 38 42.81 -69 06 02.6    |     ~|14.76 |14.70 |     ~|     ~|~                                  |   1|   0
976 |    117.61|Cl* NGC 2070 MH 460           |*iC|05 38 42.32 -69 06 00.7    |     ~|16.54 |17.37 |     ~|     ~|~                                  |   0|   0
977 |    117.63|Cl* NGC 2070 MH 758           |*iC|05 38 43.34 -69 06 04.6    |     ~|17.87 |18.29 |     ~|     ~|~                                  |   0|   0
978 |    117.63|Cl* NGC 2070 MH 827           |*iC|05 38 43.83 -69 06 06.3    |     ~|18.48 |19.20 |     ~|     ~|~                                  |   0|   0
979 |    117.63|2MASS J05390191-6902341       |LP*|05 39 01.919 -69 02 34.19  |     ~|     ~|18.949|16.766|16.432|~                                  |   3|   0
980 |    117.64|Cl* NGC 2070 MH 296           |*iC|05 38 41.90 -69 05 59.0    |     ~|17.12 |17.60 |     ~|     ~|~                                  |   0|   0
981 |    117.64|Cl* NGC 2070 MH 308           |*iC|05 38 41.97 -69 05 59.3    |     ~|18.12 |     ~|     ~|     ~|~                                  |   0|   0
982 |    117.65|Cl* NGC 2070 MH 282           |*iC|05 38 41.85 -69 05 58.8    |     ~|16.62 |17.06 |     ~|     ~|~                                  |   0|   0
983 |    117.65|Cl* NGC 2070 MH 747           |*iC|05 38 43.25 -69 06 04.3    |     ~|17.91 |18.40 |     ~|     ~|~                                  |   0|   0
984 |    117.66|Cl* NGC 2070 MH 487           |*iC|05 38 42.38 -69 06 01.0    |     ~|17.50 |     ~|     ~|     ~|~                                  |   0|   0
985 |    117.67|Cl* NGC 2070 MH 471           |*iC|05 38 42.35 -69 06 00.9    |     ~|16.78 |16.81 |     ~|     ~|~                                  |   0|   0
986 |    117.67|Cl* NGC 2070 MH 798           |*iC|05 38 43.64 -69 06 05.7    |     ~|19.42 |     ~|     ~|     ~|~                                  |   0|   0
987 |    117.68|Cl* NGC 2070 MH 168           |*iC|05 38 41.34 -69 05 56.6    |     ~|14.97 |15.04 |     ~|     ~|~                                  |   1|   0
988 |    117.69|Cl* NGC 2070 MH 512           |*iC|05 38 42.42 -69 06 01.2    |     ~|17.24 |16.51 |     ~|     ~|~                                  |   0|   0
989 |    117.69|Cl* NGC 2070 MH 552           |*iC|05 38 42.52 -69 06 01.6    |     ~|16.73 |     ~|     ~|     ~|~                                  |   0|   0
990 |    117.69|Cl* NGC 2070 MH 813           |*iC|05 38 43.72 -69 06 06.0    |     ~|19.03 |     ~|     ~|     ~|~                                  |   0|   0
991 |    117.70|Cl* NGC 2070 MH 490           |*iC|05 38 42.39 -69 06 01.1    |     ~|17.83 |17.46 |     ~|     ~|~                                  |   0|   0
992 |    117.72|Cl* NGC 2070 MH 456           |*iC|05 38 42.31 -69 06 00.8    |     ~|15.96 |15.83 |     ~|     ~|~                                  |   0|   0
993 |    117.72|Cl* NGC 2070 MH 79            |*iC|05 38 40.67 -69 05 53.5    |     ~|18.04 |     ~|     ~|     ~|~                                  |   0|   0
994 |    117.72|Cl* NGC 2070 MH 429           |*iC|05 38 42.26 -69 06 00.6    |     ~|17.43 |     ~|     ~|     ~|~                                  |   0|   0
995 |    117.72|Cl* NGC 2070 MH 430           |*iC|05 38 42.26 -69 06 00.6    |     ~|16.75 |16.16 |     ~|     ~|~                                  |   0|   0
996 |    117.72|Cl* NGC 2070 MH 677           |*iC|05 38 42.90 -69 06 03.1    |     ~|     ~|16.77 |     ~|     ~|~                                  |   0|   0
997 |    117.76|Cl* NGC 2070 MH 672           |*iC|05 38 42.89 -69 06 03.1    |     ~|16.68 |     ~|     ~|     ~|~                                  |   0|   0
998 |    117.76|[GSL2002] 113                 |HII|05 38 42.6 -69 06 02       |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
999 |    117.78|Cl* NGC 2070 MH 165           |*iC|05 38 41.31 -69 05 56.6    |     ~|17.42 |     ~|     ~|     ~|~                                  |   0|   0
1000|    117.78|Cl* NGC 2070 MH 890           |*iC|05 38 44.39 -69 06 08.3    |     ~|19.92 |     ~|     ~|     ~|~                                  |   0|   0
1001|    117.81|Cl* NGC 2070 MH 662           |*iC|05 38 42.82 -69 06 02.9    |     ~|16.50 |16.22 |     ~|     ~|~                                  |   0|   0
1002|    117.82|Cl* NGC 2070 MH 233           |*iC|05 38 41.66 -69 05 58.2    |     ~|16.20 |16.51 |     ~|     ~|~                                  |   0|   0
1003|    117.82|Cl* NGC 2070 MH 201           |*iC|05 38 41.41 -69 05 57.1    |     ~|13.90 |14.05 |     ~|     ~|~                                  |   2|   0
1004|    117.83|SSTISAGEMA J053834.05-690452.2|IR |05 38 34.05 -69 04 52.2    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
1005|    117.83|Cl* NGC 2070 MH 369           |*iC|05 38 42.13 -69 06 00.2    |     ~|17.07 |     ~|     ~|     ~|~                                  |   0|   0
1006|    117.83|Cl* NGC 2070 MH 683           |*iC|05 38 42.92 -69 06 03.3    |     ~|17.83 |     ~|     ~|     ~|~                                  |   0|   0
1007|    117.83|CXOU J053844.3-690608         |X  |05 38 44.342 -69 06 08.20  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1008|    117.83|Cl* NGC 2070 MH 449           |*iC|05 38 42.30 -69 06 00.9    |     ~|17.43 |     ~|     ~|     ~|~                                  |   0|   0
1009|    117.85|Cl* NGC 2070 MH 533           |*  |05 38 42.47 -69 06 01.6    |     ~|14.88 |14.81 |     ~|     ~|O4V                                |   2|   0
1010|    117.86|Cl* NGC 2070 MH 663           |*iC|05 38 42.83 -69 06 03.0    |     ~|17.14 |     ~|     ~|     ~|~                                  |   0|   0
1011|    117.86|Cl* NGC 2070 MH 818           |*iC|05 38 43.75 -69 06 06.3    |     ~|17.97 |18.14 |     ~|     ~|~                                  |   0|   0
1012|    117.86|Cl* NGC 2070 MH 108           |*iC|05 38 40.92 -69 05 54.9    |     ~|14.61 |14.79 |     ~|     ~|~                                  |   1|   0
1013|    117.88|Cl* NGC 2070 MH 501           |*iC|05 38 42.41 -69 06 01.4    |     ~|16.56 |16.21 |     ~|     ~|~                                  |   0|   0
1014|    117.89|[RBW98] IRSW-105              |IR |05 38 38.74 -69 05 43.0    |     ~|     ~|     ~|     ~|     ~|~                                  |   2|   0
1015|    117.89|Cl* NGC 2070 MH 590           |*iC|05 38 42.61 -69 06 02.2    |     ~|17.41 |     ~|     ~|     ~|~                                  |   0|   0
1016|    117.90|Cl* NGC 2070 MH 416           |*iC|05 38 42.23 -69 06 00.7    |     ~|17.12 |16.38 |     ~|     ~|~                                  |   0|   0
1017|    117.92|Cl* NGC 2070 MH 542           |*  |05 38 42.50 -69 06 01.8    |     ~|14.62 |14.86 |     ~|     ~|O3III                              |   3|   0
1018|    117.95|Cl* NGC 2070 MH 351           |*iC|05 38 42.062 -69 06 00.07  |     ~|15.00 |15.23 |     ~|     ~|~                                  |   2|   0
1019|    117.96|Cl* NGC 2070 MH 580           |*iC|05 38 42.59 -69 06 02.2    |     ~|16.38 |16.05 |     ~|     ~|~                                  |   0|   0
1020|    117.97|Cl* NGC 2070 MH 838           |*iC|05 38 43.89 -69 06 06.9    |     ~|17.91 |18.26 |     ~|     ~|~                                  |   0|   0
1021|    117.98|Cl* NGC 2070 MH 304           |*iC|05 38 41.94 -69 05 59.6    |     ~|17.87 |     ~|     ~|     ~|~                                  |   0|   0
1022|    117.98|Cl* NGC 2070 MH 805           |*iC|05 38 43.68 -69 06 06.2    |     ~|18.85 |19.42 |     ~|     ~|~                                  |   0|   0
1023|    117.98|[HSH95] 63                    |*  |05 38 40.1514 -69 05 51.233|     ~|15.14 |14.88 |     ~|     ~|O3/6V                              |   4|   0
1024|    117.99|Cl* NGC 2070 MH 206           |*iC|05 38 41.54 -69 05 57.9    |     ~|16.87 |17.17 |     ~|     ~|~                                  |   0|   0
1025|    118.00|[GC2009] J053834.06-690452.2  |*  |05 38 34.021 -69 04 52.29  |     ~|     ~|     ~|     ~|     ~|~                                  |   3|   0
1026|    118.01|Cl* NGC 2070 MH 432           |*iC|05 38 42.27 -69 06 01.0    |     ~|15.86 |15.65 |     ~|     ~|~                                  |   0|   0
1027|    118.01|Cl* NGC 2070 MH 502           |*iC|05 38 42.42 -69 06 01.6    |     ~|14.88 |14.75 |     ~|     ~|~                                  |   0|   0
1028|    118.01|Cl* NGC 2070 MH 600           |*iC|05 38 42.65 -69 06 02.5    |     ~|17.65 |     ~|     ~|     ~|~                                  |   0|   0
1029|    118.02|Cl* NGC 2070 MH 566           |*iC|05 38 42.57 -69 06 02.2    |     ~|16.57 |16.78 |     ~|     ~|~                                  |   0|   0
